,Mean_x,Mean_y,Mean_z,Mean_comb,Median_x,Median_y,Median_z,Median_comb,StD_x,StD_y,StD_z,StD_comb,RMS_x,RMS_y,RMS_z,RMS_comb,Variance_x,Variance_y,Variance_z,Variance_comb,Energy_x,Energy_y,Energy_z,Energy_comb,Entropy_x,Entropy_y,Entropy_z,Entropy_comb,Mean_Frequency_x,Mean_Frequency_y,Mean_Frequency_z,Mean_Frequency_comb,Jerk_mean_x,Jerk_mean_y,Jerk_mean_z,Jerk_mean_comb,Mean_absolute_deviation_x,Mean_absolute_deviation_y,Mean_absolute_deviation_z,Mean_absolute_deviation_comb,DWT_vm2_x,DWT_vm2_y,DWT_vm2_z,DWT_vm2_comb,Average_difference_x,Average_difference_y,Average_difference_z,Average_difference_comb,Correlation_x_y,Correlation_x_z,Correlation_y_z,Mean_crossings_x,Mean_crossings_y,Mean_crossings_z,Mean_crossings_comb,1_hist_x,2_hist_x,3_hist_x,4_hist_x,1_hist_y,2_hist_y,3_hist_y,4_hist_y,1_hist_z,2_hist_z,3_hist_z,4_hist_z,1_hist_comb,2_hist_comb,3_hist_comb,4_hist_comb,kurtosis_x,kurtosis_y,kurtosis_z,kurtosis_comb,skewness_x,skewness_y,skewness_z,skewness_comb
0,-0.01516298415564572,0.016762921670599472,-0.004510749409984016,0.05603253748690658,0.0,0.0,0.0,0.0,0.01274056418884011,-0.024984476183955384,0.004280114953515124,0.0,0.0,-0.012361991397342153,0.0,0.0,0.0,0.0,0.0,0.011625604887973684,0.0,0.0,0.0,0.0,-0.02646606680683745,-0.025123717982078263,0.025080157366119682,-0.029222291490736206,0.0,0.0,0.0,0.0,-0.003384698869587943,-0.0013477668650081042,0.001001151582860782,-0.006259543481037988,0.0,0.0,0.0,0.0,0.00010885372046902653,-0.004659975625492807,-0.004413339633808344,0.0,0.0,0.0,0.0,0.0,-0.0013887592535111182,-0.006613407508065406,-0.011674000877188683,0.015332299800223747,-0.015142018414171798,0.041649127347857015,0.0018891575956990537,0.0,0.0,0.013918495297805755,0.0,0.0,0.007006161990775017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008552953104677274,-0.010015659957425949,-0.010298128447737897,-0.010298128447737897,0.007430355945782496,0.0028861957028926354,0.0,-0.010298128447737897
