,Mean_x,Mean_y,Mean_z,Mean_comb,Median_x,Median_y,Median_z,Median_comb,StD_x,StD_y,StD_z,StD_comb,RMS_x,RMS_y,RMS_z,RMS_comb,Variance_x,Variance_y,Variance_z,Variance_comb,Energy_x,Energy_y,Energy_z,Energy_comb,Entropy_x,Entropy_y,Entropy_z,Entropy_comb,Mean_Frequency_x,Mean_Frequency_y,Mean_Frequency_z,Mean_Frequency_comb,Jerk_mean_x,Jerk_mean_y,Jerk_mean_z,Jerk_mean_comb,Mean_absolute_deviation_x,Mean_absolute_deviation_y,Mean_absolute_deviation_z,Mean_absolute_deviation_comb,DWT_vm2_x,DWT_vm2_y,DWT_vm2_z,DWT_vm2_comb,Average_difference_x,Average_difference_y,Average_difference_z,Average_difference_comb,Correlation_x_y,Correlation_x_z,Correlation_y_z,Mean_crossings_x,Mean_crossings_y,Mean_crossings_z,Mean_crossings_comb,1_hist_x,2_hist_x,3_hist_x,4_hist_x,1_hist_y,2_hist_y,3_hist_y,4_hist_y,1_hist_z,2_hist_z,3_hist_z,4_hist_z,1_hist_comb,2_hist_comb,3_hist_comb,4_hist_comb,kurtosis_x,kurtosis_y,kurtosis_z,kurtosis_comb,skewness_x,skewness_y,skewness_z,skewness_comb
0,0.087687774456677,0.0029556650246305603,0.2080829536435549,0.0007208795092784826,0.0,0.0,0.0,0.027956046863446125,0.009194889988796473,0.003592380874328138,-0.00016001998152095353,0.027667612777986416,0.0,0.0035951877736867697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038112867645683224,0.003592380874328138,-0.0006605463502014963,0.0036744263010270563,0.0,0.0,0.0,0.0,-0.016341460165337683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008964123998606799,-0.001981639050604489,0.102676459489777,0.026065639062422475,0.0,0.0,0.0,0.0,0.003592380874328138,0.018740823542880737,0.003592380874328138,-0.0064039408866994,-0.0006605463502014963,0.0,0.0,0.06063962122767026,0.10840874926855852,0.14304344189302573,0.10970400454348139,0.0393857127897306,0.054678218004135706,0.05035866170587757,0.04132770348671224,0.025917418791370172,0.1016209913448635,0.06473619291941164,0.01637254093979834,0.10332489804230434,0.12798247075375252,0.16108678374644392,0.13561606920051167,0.012495799219937199,0.0070760975933389595,0.019090425802673193,0.007982387682184889,0.00016771223667775282,0.0070760975933389595,0.016764546371676948,0.014152195186677919
